,sl.no,idx.chid,idx.alt,choice,cost,risk,weight,seats,noise,crowdness,convloc,clientele,african,lifeExp,dwage,iwage,educ,fatalism,gender,age,haveChildren,swim,idx.id,av,afrifer,afrihov,afriwat,lifefer,lifehov,lifewat,dwagfer,dwaghov,dwagwat,iwagfer,iwaghov,iwagwat,educfer,educhov,educwat,gendfer,gendhov,gendwat,agefer,agehove,agewat,Childfer,Childhov,Childwat,swimfer,swimhov,swimwat
3923,3923,1403,WaterTaxi,0,95.772499,2.55127,1.4678842,0.6,0.6,0.8,0.8,0.8,1,50,3.3847456,3.3847456,1,3,1,35,1,0,9090301,1,0,0,1,0,0,50,0,0,3.3847456,0,0,3.3847456,0,0,1,0,0,1,0,0,35,0,0,1,0,0,0
3924,3924,1407,Ferry,1,8.321748,4.431152,1.4678842,0.6,0.6,0.6,0.4,0.8,1,35,2.1791067,2.1791067,1,2,1,50,1,0,9090302,1,1,0,0,35,0,0,2.1791067,0,0,2.1791067,0,0,1,0,0,1,0,0,50,0,0,1,0,0,0,0,0
3925,3925,1407,Helicopter,0,188.031952,18.408203,1.4678842,0.8,0.8,0.8,0.8,0.8,1,35,2.1791067,2.1791067,1,2,1,50,1,0,9090302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3926,3926,1407,Hovercraft,0,0,0,0,0,0,0,0,0,1,35,2.1791067,2.1791067,1,0,1,50,1,0,9090302,0,0,1,0,0,35,0,0,2.1791067,0,0,2.1791067,0,0,1,0,0,1,0,0,50,0,0,1,0,0,0,0
3927,3927,1407,WaterTaxi,0,0,0,0,0,0,0,0,0,1,35,2.1791067,2.1791067,1,0,1,50,1,0,9090302,0,0,0,1,0,0,35,0,0,2.1791067,0,0,2.1791067,0,0,1,0,0,1,0,0,50,0,0,1,0,0,0
3928,3928,1408,Ferry,1,8.321748,4.431152,1.4678842,0.6,0.6,0.6,0.4,0.8,1,35,2.1791067,2.1791067,1,2,1,50,1,0,9090302,1,1,0,0,35,0,0,2.1791067,0,0,2.1791067,0,0,1,0,0,1,0,0,50,0,0,1,0,0,0,0,0
3929,3929,1408,Helicopter,0,188.031952,18.408203,1.4678842,0.8,0.8,0.8,0.8,0.8,1,35,2.1791067,2.1791067,1,2,1,50,1,0,9090302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3930,3930,1408,Hovercraft,0,0,0,0,0,0,0,0,0,1,35,2.1791067,2.1791067,1,0,1,50,1,0,9090302,0,0,1,0,0,35,0,0,2.1791067,0,0,2.1791067,0,0,1,0,0,1,0,0,50,0,0,1,0,0,0,0
3931,3931,1408,WaterTaxi,0,0,0,0,0,0,0,0,0,1,35,2.1791067,2.1791067,1,0,1,50,1,0,9090302,0,0,0,1,0,0,35,0,0,2.1791067,0,0,2.1791067,0,0,1,0,0,1,0,0,50,0,0,1,0,0,0
3932,3932,1409,Ferry,1,56.956341,4.431152,1.4678842,0.8,0.8,0.8,0.4,0.8,1,22,0,31.3598614,1,5,1,43,1,0,9090303,1,1,0,0,22,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,43,0,0,1,0,0,0,0,0
3933,3933,1409,Helicopter,0,0,0,0,0,0,0,0,0,1,22,0,31.3598614,1,0,1,43,1,0,9090303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3934,3934,1409,Hovercraft,0,108.432671,3.881836,1.4678842,0.8,0.8,0.8,1,0.8,1,22,0,31.3598614,1,5,1,43,1,0,9090303,1,0,1,0,0,22,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,43,0,0,1,0,0,0,0
3935,3935,1409,WaterTaxi,0,112.091324,2.55127,1.4678842,0.8,0.8,0.8,0.8,0.8,1,22,0,31.3598614,1,5,1,43,1,0,9090303,1,0,0,1,0,0,22,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,43,0,0,1,0,0,0
3936,3936,1411,Ferry,1,56.956341,4.431152,1.4678842,0.8,0.8,0.8,0.4,0.8,1,22,0,31.3598614,1,5,1,43,1,0,9090303,1,1,0,0,22,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,43,0,0,1,0,0,0,0,0
3937,3937,1411,Helicopter,0,0,0,0,0,0,0,0,0,1,22,0,31.3598614,1,0,1,43,1,0,9090303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3938,3938,1411,Hovercraft,0,108.432671,3.881836,1.4678842,0.8,0.8,0.8,1,0.8,1,22,0,31.3598614,1,5,1,43,1,0,9090303,1,0,1,0,0,22,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,43,0,0,1,0,0,0,0
3939,3939,1411,WaterTaxi,0,112.091324,2.55127,1.4678842,0.8,0.8,0.8,0.8,0.8,1,22,0,31.3598614,1,5,1,43,1,0,9090303,1,0,0,1,0,0,22,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,43,0,0,1,0,0,0
3940,3940,1412,Ferry,1,56.956341,4.431152,1.4678842,0.8,0.8,0.8,0.4,0.8,1,22,0,31.3598614,1,5,1,43,1,0,9090303,1,1,0,0,22,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,43,0,0,1,0,0,0,0,0
3941,3941,1412,Helicopter,0,0,0,0,0,0,0,0,0,1,22,0,31.3598614,1,0,1,43,1,0,9090303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3942,3942,1412,Hovercraft,0,0,0,0,0,0,0,0,0,1,22,0,31.3598614,1,0,1,43,1,0,9090303,0,0,1,0,0,22,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,43,0,0,1,0,0,0,0
3943,3943,1412,WaterTaxi,0,112.091324,2.55127,1.4678842,0.8,0.8,0.8,0.8,0.8,1,22,0,31.3598614,1,5,1,43,1,0,9090303,1,0,0,1,0,0,22,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,43,0,0,1,0,0,0
3944,3944,1418,Ferry,1,20.266308,4.431152,1.4678842,0.8,0.6,0.6,0.4,0.8,1,52,10.06738,10.06738,1,6,1,28,1,0,9090306,1,1,0,0,52,0,0,10.06738,0,0,10.06738,0,0,1,0,0,1,0,0,28,0,0,1,0,0,0,0,0
3945,3945,1418,Helicopter,0,0,0,0,0,0,0,0,0,1,52,10.06738,10.06738,1,0,1,28,1,0,9090306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3946,3946,1418,Hovercraft,0,74.444916,3.881836,1.4678842,0.8,0.8,0.8,0.8,0.8,1,52,10.06738,10.06738,1,6,1,28,1,0,9090306,1,0,1,0,0,52,0,0,10.06738,0,0,10.06738,0,0,1,0,0,1,0,0,28,0,0,1,0,0,0,0
3947,3947,1418,WaterTaxi,0,75.619446,2.55127,1.4678842,0.8,0.8,0.8,0.8,0.8,1,52,10.06738,10.06738,1,6,1,28,1,0,9090306,1,0,0,1,0,0,52,0,0,10.06738,0,0,10.06738,0,0,1,0,0,1,0,0,28,0,0,1,0,0,0
3948,3948,1419,Ferry,1,20.266308,4.431152,1.4678842,0.8,0.6,0.6,0.4,0.8,1,52,10.06738,10.06738,1,6,1,28,1,0,9090306,1,1,0,0,52,0,0,10.06738,0,0,10.06738,0,0,1,0,0,1,0,0,28,0,0,1,0,0,0,0,0
3949,3949,1419,Helicopter,0,0,0,0,0,0,0,0,0,1,52,10.06738,10.06738,1,0,1,28,1,0,9090306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3950,3950,1419,Hovercraft,0,0,0,0,0,0,0,0,0,1,52,10.06738,10.06738,1,0,1,28,1,0,9090306,0,0,1,0,0,52,0,0,10.06738,0,0,10.06738,0,0,1,0,0,1,0,0,28,0,0,1,0,0,0,0
3951,3951,1419,WaterTaxi,0,75.619446,2.55127,1.4678842,0.8,0.8,0.8,0.8,0.8,1,52,10.06738,10.06738,1,6,1,28,1,0,9090306,1,0,0,1,0,0,52,0,0,10.06738,0,0,10.06738,0,0,1,0,0,1,0,0,28,0,0,1,0,0,0
3952,3952,1420,Ferry,1,20.266308,4.431152,1.4678842,0.8,0.6,0.6,0.4,0.8,1,52,10.06738,10.06738,1,6,1,28,1,0,9090306,1,1,0,0,52,0,0,10.06738,0,0,10.06738,0,0,1,0,0,1,0,0,28,0,0,1,0,0,0,0,0
3953,3953,1420,Helicopter,0,0,0,0,0,0,0,0,0,1,52,10.06738,10.06738,1,0,1,28,1,0,9090306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3954,3954,1420,Hovercraft,0,74.444916,3.881836,1.4678842,0.8,0.8,0.8,0.8,0.8,1,52,10.06738,10.06738,1,6,1,28,1,0,9090306,1,0,1,0,0,52,0,0,10.06738,0,0,10.06738,0,0,1,0,0,1,0,0,28,0,0,1,0,0,0,0
3955,3955,1420,WaterTaxi,0,75.619446,2.55127,1.4678842,0.8,0.8,0.8,0.8,0.8,1,52,10.06738,10.06738,1,6,1,28,1,0,9090306,1,0,0,1,0,0,52,0,0,10.06738,0,0,10.06738,0,0,1,0,0,1,0,0,28,0,0,1,0,0,0
3956,3956,1421,Ferry,1,20.266308,4.431152,1.4678842,0.8,0.6,0.6,0.4,0.8,1,52,10.06738,10.06738,1,6,1,28,1,0,9090306,1,1,0,0,52,0,0,10.06738,0,0,10.06738,0,0,1,0,0,1,0,0,28,0,0,1,0,0,0,0,0
3957,3957,1421,Helicopter,0,0,0,0,0,0,0,0,0,1,52,10.06738,10.06738,1,0,1,28,1,0,9090306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3958,3958,1421,Hovercraft,0,74.444916,3.881836,1.4678842,0.8,0.8,0.8,0.8,0.8,1,52,10.06738,10.06738,1,6,1,28,1,0,9090306,1,0,1,0,0,52,0,0,10.06738,0,0,10.06738,0,0,1,0,0,1,0,0,28,0,0,1,0,0,0,0
3959,3959,1421,WaterTaxi,0,75.619446,2.55127,1.4678842,0.8,0.8,0.8,0.8,0.8,1,52,10.06738,10.06738,1,6,1,28,1,0,9090306,1,0,0,1,0,0,52,0,0,10.06738,0,0,10.06738,0,0,1,0,0,1,0,0,28,0,0,1,0,0,0
3960,3960,1422,Ferry,1,30.333334,4.431152,1.4678842,0.8,0.8,0.6,0.2,0.8,1,33,17,17,0,4,1,52,1,0,9090307,1,1,0,0,33,0,0,17,0,0,17,0,0,0,0,0,1,0,0,52,0,0,1,0,0,0,0,0
3961,3961,1422,Helicopter,0,0,0,0,0,0,0,0,0,1,33,17,17,0,0,1,52,1,0,9090307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962,3962,1422,Hovercraft,0,47.933334,3.881836,1.4678842,0.8,0.8,0.8,0.8,0.8,1,33,17,17,0,4,1,52,1,0,9090307,1,0,1,0,0,33,0,0,17,0,0,17,0,0,0,0,0,1,0,0,52,0,0,1,0,0,0,0
3963,3963,1422,WaterTaxi,0,49.916668,2.55127,1.4678842,0.8,0.8,0.8,0.8,0.8,1,33,17,17,0,4,1,52,1,0,9090307,1,0,0,1,0,0,33,0,0,17,0,0,17,0,0,0,0,0,1,0,0,52,0,0,1,0,0,0
3964,3964,1425,Ferry,1,30.333334,4.431152,1.4678842,0.8,0.8,0.6,0.2,0.8,1,33,17,17,0,4,1,52,1,0,9090307,1,1,0,0,33,0,0,17,0,0,17,0,0,0,0,0,1,0,0,52,0,0,1,0,0,0,0,0
3965,3965,1425,Helicopter,0,0,0,0,0,0,0,0,0,1,33,17,17,0,0,1,52,1,0,9090307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3966,3966,1425,Hovercraft,0,47.933334,3.881836,1.4678842,0.8,0.8,0.8,0.8,0.8,1,33,17,17,0,4,1,52,1,0,9090307,1,0,1,0,0,33,0,0,17,0,0,17,0,0,0,0,0,1,0,0,52,0,0,1,0,0,0,0
3967,3967,1425,WaterTaxi,0,49.916668,2.55127,1.4678842,0.8,0.8,0.8,0.8,0.8,1,33,17,17,0,4,1,52,1,0,9090307,1,0,0,1,0,0,33,0,0,17,0,0,17,0,0,0,0,0,1,0,0,52,0,0,1,0,0,0
3968,3968,1426,Ferry,1,30.333334,4.431152,1.4678842,0.8,0.8,0.6,0.2,0.8,1,33,17,17,0,4,1,52,1,0,9090307,1,1,0,0,33,0,0,17,0,0,17,0,0,0,0,0,1,0,0,52,0,0,1,0,0,0,0,0
3969,3969,1426,Helicopter,0,0,0,0,0,0,0,0,0,1,33,17,17,0,0,1,52,1,0,9090307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3970,3970,1426,Hovercraft,0,0,0,0,0,0,0,0,0,1,33,17,17,0,0,1,52,1,0,9090307,0,0,1,0,0,33,0,0,17,0,0,17,0,0,0,0,0,1,0,0,52,0,0,1,0,0,0,0
3971,3971,1426,WaterTaxi,0,49.916668,2.55127,1.4678842,0.8,0.8,0.8,0.8,0.8,1,33,17,17,0,4,1,52,1,0,9090307,1,0,0,1,0,0,33,0,0,17,0,0,17,0,0,0,0,0,1,0,0,52,0,0,1,0,0,0
3972,3972,1427,Ferry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9090308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3973,3973,1427,Helicopter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9090308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3974,3974,1427,Hovercraft,0,62.629498,3.881836,0.3863821,0.8,0.6,0.6,0.8,0.8,0,0,0,0,0,5,0,0,0,0,9090308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3975,3975,1427,WaterTaxi,1,66.288147,2.55127,0.3863821,0.8,0.8,0.6,0.6,0.8,0,0,0,0,0,5,0,0,0,0,9090308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3976,3976,1430,Ferry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9090308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3977,3977,1430,Helicopter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9090308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3978,3978,1430,Hovercraft,1,62.629498,3.881836,0.3863821,0.8,0.6,0.6,0.8,0.8,0,0,0,0,0,5,0,0,0,0,9090308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3979,3979,1430,WaterTaxi,0,66.288147,2.55127,0.3863821,0.8,0.8,0.6,0.6,0.8,0,0,0,0,0,5,0,0,0,0,9090308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3980,3980,1431,Ferry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9090308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3981,3981,1431,Helicopter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9090308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3982,3982,1431,Hovercraft,0,62.629498,3.881836,0.3863821,0.8,0.6,0.6,0.8,0.8,0,0,0,0,0,5,0,0,0,0,9090308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3983,3983,1431,WaterTaxi,1,66.288147,2.55127,0.3863821,0.8,0.8,0.6,0.6,0.8,0,0,0,0,0,5,0,0,0,0,9090308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3984,3984,1432,Ferry,0,61.102325,4.431152,0.3863821,0.4,0.2,0.2,0.2,0.8,1,33,33.8474541,33.8474541,0,1,1,37,0,1,9090309,1,1,0,0,33,0,0,33.8474541,0,0,33.8474541,0,0,0,0,0,1,0,0,37,0,0,0,0,0,1,0,0
3985,3985,1432,Helicopter,0,0,0,0,0,0,0,0,0,1,33,33.8474541,33.8474541,0,0,1,37,0,1,9090309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3986,3986,1432,Hovercraft,0,109.593544,3.881836,0.3863821,0.8,0.8,0.8,0.8,0.8,1,33,33.8474541,33.8474541,0,1,1,37,0,1,9090309,1,0,1,0,0,33,0,0,33.8474541,0,0,33.8474541,0,0,0,0,0,1,0,0,37,0,0,0,0,0,1,0
3987,3987,1432,WaterTaxi,1,113.542419,2.55127,0.3863821,0.8,0.8,0.8,0.8,0.8,1,33,33.8474541,33.8474541,0,1,1,37,0,1,9090309,1,0,0,1,0,0,33,0,0,33.8474541,0,0,33.8474541,0,0,0,0,0,1,0,0,37,0,0,0,0,0,1
3988,3988,1433,Ferry,0,61.102325,4.431152,0.3863821,0.4,0.2,0.2,0.2,0.8,1,33,33.8474541,33.8474541,0,1,1,37,0,1,9090309,1,1,0,0,33,0,0,33.8474541,0,0,33.8474541,0,0,0,0,0,1,0,0,37,0,0,0,0,0,1,0,0
3989,3989,1433,Helicopter,0,194.365631,18.408203,0.3863821,0.4,0.6,0.6,0.8,0.8,1,33,33.8474541,33.8474541,0,1,1,37,0,1,9090309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3990,3990,1433,Hovercraft,0,109.593544,3.881836,0.3863821,0.8,0.8,0.8,0.8,0.8,1,33,33.8474541,33.8474541,0,1,1,37,0,1,9090309,1,0,1,0,0,33,0,0,33.8474541,0,0,33.8474541,0,0,0,0,0,1,0,0,37,0,0,0,0,0,1,0
3991,3991,1433,WaterTaxi,1,113.542419,2.55127,0.3863821,0.8,0.8,0.8,0.8,0.8,1,33,33.8474541,33.8474541,0,1,1,37,0,1,9090309,1,0,0,1,0,0,33,0,0,33.8474541,0,0,33.8474541,0,0,0,0,0,1,0,0,37,0,0,0,0,0,1
3992,3992,1434,Ferry,0,61.102325,4.431152,0.3863821,0.4,0.2,0.2,0.2,0.8,1,33,33.8474541,33.8474541,0,1,1,37,0,1,9090309,1,1,0,0,33,0,0,33.8474541,0,0,33.8474541,0,0,0,0,0,1,0,0,37,0,0,0,0,0,1,0,0
3993,3993,1434,Helicopter,0,194.365631,18.408203,0.3863821,0.4,0.6,0.6,0.8,0.8,1,33,33.8474541,33.8474541,0,1,1,37,0,1,9090309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3994,3994,1434,Hovercraft,0,109.593544,3.881836,0.3863821,0.8,0.8,0.8,0.8,0.8,1,33,33.8474541,33.8474541,0,1,1,37,0,1,9090309,1,0,1,0,0,33,0,0,33.8474541,0,0,33.8474541,0,0,0,0,0,1,0,0,37,0,0,0,0,0,1,0
3995,3995,1434,WaterTaxi,1,113.542419,2.55127,0.3863821,0.8,0.8,0.8,0.8,0.8,1,33,33.8474541,33.8474541,0,1,1,37,0,1,9090309,1,0,0,1,0,0,33,0,0,33.8474541,0,0,33.8474541,0,0,0,0,0,1,0,0,37,0,0,0,0,0,1
3996,3996,1435,Ferry,1,13.510097,4.431152,1.4678842,0.8,0.8,0.4,0.4,0.8,1,59,5.2921157,5.2921157,1,3,1,26,0,0,9090310,1,1,0,0,59,0,0,5.2921157,0,0,5.2921157,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0,0
3997,3997,1435,Helicopter,0,0,0,0,0,0,0,0,0,1,59,5.2921157,5.2921157,1,0,1,26,0,0,9090310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,3998,1435,Hovercraft,0,96.267723,3.881836,1.4678842,0.8,0.8,0.6,0.8,0.8,1,59,5.2921157,5.2921157,1,3,1,26,0,0,9090310,1,0,1,0,0,59,0,0,5.2921157,0,0,5.2921157,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0
3999,3999,1435,WaterTaxi,0,96.885132,2.55127,1.4678842,0.6,0.8,0.8,0.8,0.8,1,59,5.2921157,5.2921157,1,3,1,26,0,0,9090310,1,0,0,1,0,0,59,0,0,5.2921157,0,0,5.2921157,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0
4000,4000,1436,Ferry,0,13.510097,4.431152,1.4678842,0.8,0.8,0.4,0.4,0.8,1,59,5.2921157,5.2921157,1,3,1,26,0,0,9090310,1,1,0,0,59,0,0,5.2921157,0,0,5.2921157,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0,0
4001,4001,1436,Helicopter,0,0,0,0,0,0,0,0,0,1,59,5.2921157,5.2921157,1,0,1,26,0,0,9090310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4002,4002,1436,Hovercraft,0,0,0,0,0,0,0,0,0,1,59,5.2921157,5.2921157,1,0,1,26,0,0,9090310,0,0,1,0,0,59,0,0,5.2921157,0,0,5.2921157,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0
4003,4003,1436,WaterTaxi,1,96.885132,2.55127,1.4678842,0.6,0.8,0.8,0.8,0.8,1,59,5.2921157,5.2921157,1,3,1,26,0,0,9090310,1,0,0,1,0,0,59,0,0,5.2921157,0,0,5.2921157,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0
4004,4004,1437,Ferry,0,13.510097,4.431152,1.4678842,0.8,0.8,0.4,0.4,0.8,1,59,5.2921157,5.2921157,1,3,1,26,0,0,9090310,1,1,0,0,59,0,0,5.2921157,0,0,5.2921157,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0,0
4005,4005,1437,Helicopter,0,0,0,0,0,0,0,0,0,1,59,5.2921157,5.2921157,1,0,1,26,0,0,9090310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4006,4006,1437,Hovercraft,0,143.166748,3.881836,1.4678842,0.8,0.8,0.6,0.8,0.8,1,59,5.2921157,5.2921157,1,3,1,26,0,0,9090310,1,0,1,0,0,59,0,0,5.2921157,0,0,5.2921157,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0
4007,4007,1437,WaterTaxi,1,96.885132,2.55127,1.4678842,0.6,0.8,0.8,0.8,0.8,1,59,5.2921157,5.2921157,1,3,1,26,0,0,9090310,1,0,0,1,0,0,59,0,0,5.2921157,0,0,5.2921157,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0
4008,4008,1438,Ferry,1,13.510097,4.431152,1.4678842,0.8,0.8,0.4,0.4,0.8,1,59,5.2921157,5.2921157,1,3,1,26,0,0,9090310,1,1,0,0,59,0,0,5.2921157,0,0,5.2921157,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0,0
4009,4009,1438,Helicopter,0,0,0,0,0,0,0,0,0,1,59,5.2921157,5.2921157,1,0,1,26,0,0,9090310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4010,4010,1438,Hovercraft,0,0,0,0,0,0,0,0,0,1,59,5.2921157,5.2921157,1,0,1,26,0,0,9090310,0,0,1,0,0,59,0,0,5.2921157,0,0,5.2921157,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0
4011,4011,1438,WaterTaxi,0,96.885132,2.55127,1.4678842,0.6,0.8,0.8,0.8,0.8,1,59,5.2921157,5.2921157,1,3,1,26,0,0,9090310,1,0,0,1,0,0,59,0,0,5.2921157,0,0,5.2921157,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0
4012,4012,1439,Ferry,1,13.510097,4.431152,1.4678842,0.8,0.8,0.4,0.4,0.8,1,59,5.2921157,5.2921157,1,3,1,26,0,0,9090310,1,1,0,0,59,0,0,5.2921157,0,0,5.2921157,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0,0
4013,4013,1439,Helicopter,0,0,0,0,0,0,0,0,0,1,59,5.2921157,5.2921157,1,0,1,26,0,0,9090310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4014,4014,1439,Hovercraft,0,96.267723,3.881836,1.4678842,0.8,0.8,0.6,0.8,0.8,1,59,5.2921157,5.2921157,1,3,1,26,0,0,9090310,1,0,1,0,0,59,0,0,5.2921157,0,0,5.2921157,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0
4015,4015,1439,WaterTaxi,0,96.885132,2.55127,1.4678842,0.6,0.8,0.8,0.8,0.8,1,59,5.2921157,5.2921157,1,3,1,26,0,0,9090310,1,0,0,1,0,0,59,0,0,5.2921157,0,0,5.2921157,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0
4016,4016,1457,Ferry,0,56.956341,4.431152,0.3863821,0.4,0.4,0.4,0.4,0.6,1,36,0,31.3598614,1,4,1,39,0,0,9090405,1,1,0,0,36,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,39,0,0,0,0,0,0,0,0
4017,4017,1457,Helicopter,0,0,0,0,0,0,0,0,0,1,36,0,31.3598614,1,0,1,39,0,0,9090405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4018,4018,1457,Hovercraft,0,108.432671,3.881836,0.3863821,0.6,0.6,0.6,0.8,0.6,1,36,0,31.3598614,1,4,1,39,0,0,9090405,1,0,1,0,0,36,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,39,0,0,0,0,0,0,0
4019,4019,1457,WaterTaxi,1,112.091324,2.55127,0.3863821,0.6,0.8,0.6,0.8,0.6,1,36,0,31.3598614,1,4,1,39,0,0,9090405,1,0,0,1,0,0,36,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,39,0,0,0,0,0,0
4020,4020,1460,Ferry,0,56.956341,4.431152,0.3863821,0.4,0.4,0.4,0.4,0.6,1,36,0,31.3598614,1,4,1,39,0,0,9090405,1,1,0,0,36,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,39,0,0,0,0,0,0,0,0
4021,4021,1460,Helicopter,0,193.868103,18.408203,0.3863821,0.6,0.6,0.8,0.8,0.6,1,36,0,31.3598614,1,4,1,39,0,0,9090405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4022,4022,1460,Hovercraft,0,108.432671,3.881836,0.3863821,0.6,0.6,0.6,0.8,0.6,1,36,0,31.3598614,1,4,1,39,0,0,9090405,1,0,1,0,0,36,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,39,0,0,0,0,0,0,0
4023,4023,1460,WaterTaxi,1,112.091324,2.55127,0.3863821,0.6,0.8,0.6,0.8,0.6,1,36,0,31.3598614,1,4,1,39,0,0,9090405,1,0,0,1,0,0,36,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,39,0,0,0,0,0,0
